success,status_code,elapsed_ms,error
True,200,13.16,
True,200,6.42,
True,200,12.88,
True,200,6.52,
True,200,6.22,
True,200,6.17,
True,200,6.95,
True,200,7.02,
True,200,7.02,
True,200,7.05,
True,200,6.99,
True,200,7.02,
True,200,7.06,
True,200,6.71,
True,200,7.15,
True,200,7.30,
True,200,6.96,
True,200,6.74,
True,200,6.35,
True,200,6.33,
True,200,13.96,
True,200,14.02,
True,200,6.46,
True,200,6.39,
True,200,6.41,
True,200,6.46,
True,200,8.32,
True,200,7.20,
True,200,10.74,
True,200,7.95,
True,200,9.93,
True,200,9.84,
True,200,9.75,
True,200,15.96,
True,200,9.38,
True,200,8.47,
True,200,8.36,
True,200,8.38,
True,200,15.29,
True,200,8.87,
True,200,8.22,
True,200,8.24,
True,200,8.27,
True,200,8.29,
True,200,8.27,
True,200,7.41,
True,200,7.59,
True,200,8.75,
True,200,8.73,
True,200,8.62,
True,200,8.81,
True,200,8.56,
True,200,6.45,
True,200,3.46,
True,200,10.28,
True,200,7.06,
True,200,7.01,
True,200,6.98,
True,200,7.16,
True,200,13.42,
True,200,6.44,
True,200,12.94,
True,200,5.47,
True,200,5.49,
True,200,11.71,
True,200,7.33,
True,200,7.33,
True,200,7.09,
True,200,7.31,
True,200,7.03,
True,200,6.99,
True,200,6.87,
True,200,6.48,
True,200,14.11,
True,200,14.11,
True,200,6.99,
True,200,6.98,
True,200,6.25,
True,200,6.26,
True,200,6.95,
True,200,7.04,
True,200,7.11,
True,200,7.10,
True,200,7.13,
True,200,7.09,
True,200,6.94,
True,200,7.84,
True,200,3.34,
True,200,3.49,
True,200,7.57,
True,200,7.56,
True,200,7.67,
True,200,8.08,
True,200,7.93,
True,200,7.41,
True,200,7.39,
True,200,8.24,
True,200,8.08,
True,200,8.32,
True,200,8.21,
True,200,8.25,
True,200,8.14,
True,200,8.03,
True,200,4.75,
True,200,7.62,
True,200,7.48,
True,200,15.34,
True,200,7.40,
True,200,7.71,
True,200,7.70,
True,200,7.71,
True,200,7.51,
True,200,15.30,
True,200,8.00,
True,200,8.16,
True,200,7.36,
True,200,7.48,
True,200,7.26,
True,200,6.40,
True,200,6.40,
True,200,6.40,
True,200,6.54,
True,200,7.21,
True,200,5.57,
True,200,5.66,
True,200,5.77,
True,200,13.70,
True,200,5.85,
True,200,7.18,
True,200,7.22,
True,200,13.04,
True,200,7.18,
True,200,6.38,
True,200,7.69,
True,200,9.21,
True,200,6.01,
True,200,15.53,
True,200,6.37,
True,200,6.38,
True,200,17.15,
True,200,6.30,
True,200,6.33,
True,200,6.31,
True,200,7.67,
True,200,16.21,
True,200,16.47,
True,200,7.87,
True,200,7.27,
True,200,7.44,
True,200,8.61,
True,200,8.56,
True,200,8.54,
True,200,7.62,
True,200,8.84,
True,200,8.89,
True,200,8.91,
True,200,8.50,
True,200,8.48,
True,200,8.19,
True,200,15.49,
True,200,7.83,
True,200,8.26,
True,200,8.18,
True,200,7.84,
True,200,7.94,
True,200,7.26,
True,200,7.94,
True,200,8.22,
True,200,6.85,
